2.38,2.44
6.62,12.2
3.19,3.65
7.02,8.72
0.47,0.75
2.00,1.36
0.95,1.46
2.51,2.51
0.40,1.13
2.18,2.04
0.80,0.65
2.45,4.17
5.86,10.4
1.51,0.91
1.25,3.12
4.03,5.80
1.34,1.53
3.61,1.13
1.17,2.71
3.63,4.29
0.82,2.02
0.63,2.31
1.54,1.75
2.62,4.75
6.15,9.07
3.22,3.77
1.49,1.15
0.65,0.90
4.21,6.37
3.31,5.09
1.56,1.34
0.86,0.80
1.78,3.14
3.51,6.06
1.72,3.62
9.00,8.68
4.39,4.07
0.15,0.07
2.26,3.51
2.53,1.10
0.07,0.06
0.36,0.36
4.21,8.72
1.46,1.29
2.85,1.55
1.73,1.83
1.04,1.34
4.90,8.35
2.00,3.10
1.71,2.94
0.83,0.75
0.86,1.29
1.42,3.31
3.07,3.89
1.52,2.26
0.90,1.59
4.31,1.51
0.40,1.43
0.89,2.08
0.55,0.54
0.46,0.61
7.49,3.94
7.05,3.49
1.53,3.42
1.74,3.11
3.25,4.93
1.53,4.55
3.04,0.78
10.7,13.6
11.0,6.87
3.81,4.31
0.99,0.49
6.45,4.34
3.62,4.18
3.04,3.81
0.88,1.07
0.87,0.96
5.78,8.89
1.48,2.12
1.30,1.24
1.01,0.65
0.62,0.45
1.50,1.93
4.82,6.92
1.46,1.07
0.31,0.18
0.99,2.44
0.37,0.57
0.27,0.14
4.44,2.23
1.58,1.23
1.07,0.45
1.50,1.70
1.72,1.71
8.30,8.83
0.24,0.08
0.00,0.00
2.27,1.50
0.76,1.08
1.01,0.44
0.03,0.05
0.34,0.39
1.47,2.55
9.07,8.23
0.18,0.08
1.91,1.11
6.93,4.31
5.25,1.93
0.62,0.85
3.21,3.23
0.65,0.47
0.42,0.12
1.21,1.71
0.95,0.47
5.28,9.88
0.48,0.31
7.74,8.81
1.52,2.19
5.91,1.41
2.02,3.65
4.21,6.07
3.98,2.51
5.66,3.41
1.71,2.34
1.81,2.52
7.34,5.91
0.75,0.59
6.13,7.01
0.76,0.55
1.73,3.00
0.84,1.98
1.15,0.64
1.63,2.06
8.56,8.42
3.19,6.73
0.42,0.48
1.16,1.69
1.59,1.87
4.34,1.50
1.48,2.33
0.74,2.31
3.07,4.02
1.05,1.52
2.57,1.67
1.59,5.44
6.11,4.14
1.90,1.76
3.37,6.14
4.84,2.29
3.70,2.27
1.83,2.18
1.00,3.08
0.93,3.16
1.53,1.79
0.50,0.34
2.06,2.97
0.27,0.15
4.07,7.08
0.56,0.64
0.80,1.32
1.91,1.88
0.12,0.36
1.66,1.67
1.58,3.24
0.55,0.49
1.95,3.39
0.44,1.31
2.17,1.74
0.96,1.55
2.90,1.56
0.41,0.97
1.51,2.66
5.73,5.32
1.45,0.62
0.46,2.40
0.97,1.87
1.54,1.53
1.64,0.65
1.16,2.16
0.89,0.62
0.77,0.86
0.37,0.41
2.14,5.08
1.12,1.66
1.03,0.90
0.90,0.48
0.97,2.10
0.88,0.79
0.63,1.20
0.95,0.41
0.02,0.04
13.0,15.6
2.03,1.91
0.62,0.70
2.39,3.01
0.77,0.87
1.20,1.96
1.32,2.38
1.35,2.06
0.77,0.89
0.44,0.63
1.90,1.45
1.29,1.70
1.07,1.71
2.31,3.41
1.54,4.57
2.49,4.51
1.36,1.54
1.47,1.02
0.13,0.06
0.00,0.05
0.53,0.29
0.12,0.03
1.46,1.70
0.51,1.50
0.05,0.15
6.84,1.80
1.18,0.53
2.43,4.27
0.37,0.28
0.54,0.91
0.41,0.05
3.03,4.55
0.96,0.33
1.11,1.02
0.72,1.18
0.04,0.07
4.34,5.92
1.68,2.07
1.40,2.51
1.16,0.76
1.96,1.18
3.52,6.67
0.46,0.29
0.24,0.24
6.84,6.17
2.65,2.34
0.94,1.72
0.06,0.07
1.29,1.60
1.80,0.93
0.16,0.06
0.73,0.54
1.77,2.81
2.25,1.10
0.01,0.04
6.47,3.72
1.21,2.24
8.94,6.68
0.02,0.20
3.00,3.23
0.79,1.89
1.67,2.14
0.28,0.16
4.80,5.43
1.21,1.37
2.99,2.35
0.05,1.43
1.68,3.75
1.10,3.25
2.50,1.25
2.58,0.70
4.41,4.46
0.41,0.19
0.47,0.99
0.60,0.78
3.13,1.16
0.98,0.89
0.39,0.10
4.72,2.51
1.57,2.81
1.03,0.92
0.59,0.55
5.25,7.72
6.91,5.38
2.74,1.06
2.16,1.39
3.53,3.36
2.79,1.49
0.73,0.76
1.44,1.33
3.44,1.82
1.96,0.61
0.26,0.21
3.44,4.60
1.30,1.86
1.17,0.52
0.37,0.65
1.80,3.14
1.33,1.62
0.72,1.81
0.33,0.27
0.11,0.11
1.20,1.47
0.85,1.32
0.78,1.14
0.64,0.22
1.22,0.54
1.45,1.60
1.83,1.06
2.23,2.60
4.87,4.38
1.04,1.76
2.43,1.17
0.32,0.45
0.52,1.16
1.93,0.89
0.90,0.89
1.13,2.88
0.45,1.38
2.20,3.13
0.46,0.69
1.26,2.63
1.18,1.93
0.96,1.64
1.04,0.46
0.87,0.71
1.84,2.07
0.44,0.47
0.44,0.95
1.21,1.46
2.31,1.93
1.03,0.91
0.07,0.22
2.61,2.72
0.79,0.65
0.38,0.55
1.20,2.00
2.01,1.36
0.97,1.36
0.77,0.53
1.87,2.13
0.97,0.73
0.63,2.24
0.08,0.05
1.10,0.94
1.23,1.80
1.44,1.77
0.64,1.29
1.63,2.06
1.13,1.39
4.89,5.74
4.86,6.36
2.59,2.28
1.30,1.12
3.86,8.21
0.95,2.70
1.41,0.24
4.73,1.93
2.17,2.53
4.39,1.67
0.83,0.27
2.94,1.46
0.69,0.50
1.23,1.85
1.16,2.30
1.47,3.68
0.87,1.03
1.50,1.02
6.21,6.51
1.49,2.51
2.19,3.27
3.73,1.56
1.14,1.71
0.12,0.15
0.62,0.49
0.48,0.35
1.92,0.81
0.04,0.04
1.04,1.40
0.67,1.08
0.84,0.94
1.85,2.48
0.82,0.29
0.21,0.47
10.1,11.5
0.29,0.21
1.08,0.28
1.46,2.23
2.45,0.62
0.73,0.78
2.25,2.95
1.02,2.26
2.63,1.40
0.71,1.18
0.73,0.63
2.79,3.09
4.16,5.92
1.77,0.59
1.32,1.12
1.51,0.56
0.56,0.63
2.82,4.95
0.43,0.82
2.63,3.09
5.39,4.09
0.79,0.55
3.34,4.94
0.84,1.08
0.54,1.00
4.36,4.66
0.27,0.17
3.53,2.32
1.38,1.77
0.11,0.03
2.87,1.35
0.76,0.87
0.71,0.54
1.48,0.84
0.88,4.39
0.56,1.68
1.74,4.73
0.06,0.05
1.78,1.00
0.42,0.30
1.74,1.12
0.37,1.77
1.04,1.46
0.43,0.15
0.77,2.37
0.50,0.06
1.06,0.52
0.04,0.07
0.51,1.02
0.83,0.95
1.17,1.49
3.36,2.90
2.04,2.12
0.83,0.95
1.01,1.71
0.35,0.73
0.80,0.48
1.08,1.26
11.1,6.11
0.89,0.98
0.38,0.23
0.63,0.89
1.44,0.99
1.27,1.37
0.91,2.82
0.69,0.51
1.11,1.57
4.22,2.29
0.03,0.03
0.56,0.39
1.79,1.04
0.51,0.35
3.80,3.45
2.88,1.46
0.99,2.10
0.55,0.98
2.18,0.97
0.70,1.22
0.43,0.52
0.38,0.34
0.32,0.30
0.86,1.14
0.90,1.62
0.64,1.65
0.53,0.80
0.78,0.53
0.56,1.25
0.29,0.38
2.04,2.39
1.26,1.78
0.44,0.77
1.58,1.77
0.84,1.37
0.49,0.80
1.89,0.77
2.33,2.05
1.03,0.80
0.22,0.07
0.82,1.12
0.27,0.26
2.99,3.43
0.19,0.11
1.01,0.87
0.26,0.12
0.67,1.35
0.50,1.75
0.04,0.03
0.38,0.28
1.65,2.30
1.03,0.75
0.12,0.12
0.98,0.60
1.96,2.74
0.81,1.40
3.73,1.10
0.36,0.36
0.68,0.51
1.22,1.46
0.54,0.15
2.31,2.50
1.54,2.01
0.68,0.82
0.19,0.11
1.35,3.38
3.01,2.16
0.77,0.79
0.71,0.53
1.46,2.98
0.04,0.67
1.54,2.26
4.75,2.00
2.71,1.07
0.70,0.87
3.09,0.55
1.41,1.86
1.66,2.86
0.94,0.81
3.15,1.74
1.26,2.10
1.11,3.50
3.68,1.02
5.45,2.32
1.30,0.62
3.70,2.97
0.28,0.21
0.67,0.75
3.38,3.69
0.57,0.52
0.48,1.23
0.60,0.31
0.16,0.46
1.91,1.55
0.68,1.33
0.33,0.87
4.68,3.07
0.45,1.04
0.64,0.71
0.41,0.62
0.94,1.23
0.82,0.78
1.02,0.83
1.39,1.54
2.78,1.28
0.63,0.85
0.52,0.41
1.03,1.39
2.09,1.51
0.32,0.24
0.96,1.75
2.12,3.95
0.59,1.72
0.06,0.00
1.16,0.47
0.59,0.45
0.71,0.57
0.22,0.90
3.00,3.08
0.84,1.43
1.47,0.73
0.30,0.20
0.83,0.62
4.85,8.64
5.45,2.44
0.97,1.13
0.59,0.33
0.71,0.30
1.38,1.58
0.00,0.03
0.41,0.43
5.15,5.08
2.45,4.02
0.61,1.53
2.35,0.71
1.96,3.09
0.31,0.64
0.62,0.30
1.07,0.72
2.51,3.46
0.70,1.57
0.20,0.19
0.68,0.64
0.00,0.54
5.08,5.75
0.69,0.86
0.77,0.43
0.33,0.16
0.11,0.15
1.56,1.20
0.86,0.67
2.11,1.29
0.08,0.04
1.72,1.69
1.37,1.43
0.01,0.00
1.85,1.21
0.17,0.07
5.68,2.43
0.21,0.19
4.00,0.72
0.71,1.16
0.42,0.67
0.25,0.34
0.55,0.96
0.22,0.19
1.74,1.11
0.93,0.57
0.89,0.73
1.42,1.40
0.45,0.64
2.54,0.80
0.73,0.77
0.77,0.58
0.39,0.36
3.72,0.54
1.54,2.71
0.94,0.69
1.07,2.31
0.64,0.74
0.99,2.13
0.66,0.77
5.98,5.83
0.31,0.22
0.25,0.24
1.30,2.05
0.01,0.03
0.09,0.25
1.50,2.93
0.12,0.37
1.77,0.33
1.26,1.01
1.02,0.52
0.82,2.89
6.78,8.49
3.82,2.59
0.79,0.83
0.21,0.18
0.67,0.47
0.69,0.86
0.92,0.49
1.39,0.83
0.14,0.16
4.50,5.15
0.08,0.04
0.33,0.57
0.35,0.10
0.12,0.24
1.23,0.71
0.51,0.26
1.18,0.89
0.01,0.03
2.10,1.36
0.58,0.50
0.91,2.21
2.07,0.63
1.43,1.15
0.60,0.45
0.46,0.28
1.26,1.50
0.72,0.38
1.00,1.12
1.25,3.99
0.39,0.61
1.01,1.17
0.78,0.45
0.27,0.97
1.01,0.90
0.43,0.31
2.65,3.60
1.75,0.62
0.33,0.23
0.54,0.70
1.18,1.62
0.73,0.38
0.95,1.40
0.21,0.46
0.78,1.11
0.59,0.85
0.13,0.07
0.77,1.38
0.05,0.05
1.62,4.61
0.19,0.19
0.07,0.00
0.31,0.51
1.97,4.33
1.56,2.12
1.01,0.43
1.88,3.17
0.77,0.48
1.71,0.27
0.48,0.62
0.95,1.03
0.99,0.76
2.00,1.28
0.65,0.82
1.19,0.87
3.95,0.95
0.43,0.75
1.14,1.35
0.01,0.03
0.97,0.27
0.05,0.40
0.86,0.22
0.71,1.34
4.45,4.89
0.45,0.58
1.23,1.70
3.28,2.25
1.53,0.55
0.84,1.67
0.66,1.98
1.45,2.57
1.89,4.41
0.97,3.50
0.64,0.62
0.32,0.19
1.26,0.67
0.45,0.42
2.26,1.43
0.89,1.93
1.12,0.82
2.29,3.44
0.68,0.55
1.19,1.79
0.14,0.26
1.10,1.08
1.69,0.58
0.26,0.49
3.81,4.18
0.57,0.38
0.12,0.18
0.78,0.54
1.01,1.89
1.12,0.27
1.05,0.86
1.04,0.54
0.15,0.30
0.36,0.41
0.45,0.07
1.54,1.02
1.44,2.19
1.80,0.43
2.34,4.27
4.99,3.16
0.93,1.29
0.41,0.69
2.74,2.20
1.00,1.64
0.82,0.92
0.40,0.12
0.70,0.70
1.57,0.53
0.16,0.78
0.00,0.07
1.05,1.04
2.07,3.82
0.43,1.21
1.02,0.31
0.19,0.15
0.77,1.05
0.42,0.72
0.60,0.22
1.81,0.95
0.12,0.20
1.04,1.31
0.61,0.51
3.75,2.67
1.94,1.06
0.33,0.22
5.66,2.71
0.15,0.68
1.19,0.45
0.46,0.58
2.80,2.17
0.60,0.47
1.37,1.68
1.20,0.89
0.54,0.75
0.66,0.55
2.10,0.59
0.53,0.97
1.67,1.14
0.91,0.33
0.22,0.09
0.14,0.18
2.00,0.79
0.13,0.24
0.86,1.53
2.43,4.39
0.35,0.23
0.41,0.44
0.45,0.20
0.96,0.49
2.87,4.71
1.80,1.17
0.41,0.13
0.41,0.33
1.84,0.73
0.80,0.62
0.99,0.74
0.46,2.17
0.83,0.98
2.95,0.92
0.28,0.30
3.20,3.02
0.94,0.76
0.23,0.10
2.38,3.66
1.83,3.79
0.97,1.65
0.44,1.29
0.53,0.78
0.27,0.15
4.02,0.46
1.31,2.88
0.09,0.60
2.69,1.18
1.36,0.25
0.06,0.04
0.30,0.42
0.33,0.20
1.13,0.72
2.37,0.61
1.32,0.40
0.59,1.64
0.07,0.02
2.53,0.86
0.59,0.35
0.97,0.81
0.51,0.51
0.61,0.58
1.09,1.48
3.91,4.51
0.82,0.61
1.26,2.54
1.51,1.99
0.19,0.30
2.59,1.75
0.80,1.26
1.21,1.35
1.06,0.68
2.58,2.62
0.78,1.07
0.17,0.75
0.10,0.04
0.69,1.77
0.22,0.17
2.46,1.58
1.17,1.03
0.72,0.50
1.55,0.81
0.61,1.71
0.49,1.30
1.39,1.07
0.64,0.96
0.72,0.83
5.56,4.45
0.37,0.34
0.31,1.44
2.86,2.22
0.37,0.23
0.54,0.60
1.01,0.77
0.97,1.24
0.01,0.02
2.14,1.18
0.04,0.05
0.73,1.82
8.96,7.27
0.73,0.45
0.19,0.53
1.16,0.38
0.48,0.33
2.72,0.53
1.25,2.73
1.18,0.55
0.05,0.00
0.62,0.47
0.82,0.32
2.44,0.52
1.94,3.42
1.93,1.24
2.42,2.26
2.35,1.41
2.06,1.83
0.60,0.35
1.14,1.12
0.32,0.14
3.90,3.09
0.10,0.04
1.16,1.93
0.27,0.41
1.22,2.41
4.07,2.12
0.78,1.17
1.32,0.97
0.64,0.15
1.68,2.15
0.02,0.04
0.30,0.17
0.17,0.27
3.52,3.32
0.37,0.77
0.63,0.07
0.48,0.61
0.69,0.45
1.09,3.46
3.40,2.96
1.96,1.64
2.29,0.96
0.13,0.09
0.82,0.28
0.30,0.08
1.06,0.37
0.50,0.30
0.08,0.19
3.99,1.50
0.39,0.28
0.18,0.55
0.87,0.65
1.46,2.50
0.36,0.21
4.99,0.59
0.50,0.64
0.37,0.26
0.67,0.54
0.44,0.89
0.10,0.11
0.64,0.72
1.04,1.92
0.21,0.16
1.43,1.58
5.64,3.70
0.66,0.39
1.00,2.98
1.02,1.97
0.29,0.20
0.03,0.01
1.10,1.69
1.08,0.61
4.32,2.74
3.53,1.50
1.40,0.79
1.21,0.65
0.04,1.13
1.25,5.96
1.79,0.32
4.24,3.35
0.21,0.17
0.67,0.73
0.41,0.35
0.46,0.72
4.06,4.35
2.79,0.63
0.33,0.48
1.14,0.98
0.69,0.44
0.17,0.39
0.45,0.02
1.68,1.31
0.67,0.83
0.35,0.33
4.35,1.66
1.75,2.17
0.56,0.17
0.47,0.13
0.65,0.79
1.21,0.68
1.84,2.28
0.31,0.25
0.13,0.05
0.18,0.05
0.23,0.11
1.59,1.10
0.76,0.79
1.97,3.15
0.14,0.14
4.72,1.01
3.74,2.50
4.29,5.18
0.76,0.47
2.09,0.82
1.67,1.65
0.07,0.05
0.25,0.36
1.51,2.97
11.7,6.03
0.94,1.13
0.27,0.22
1.43,2.55
0.02,7.46
0.57,0.44
0.06,0.14
1.84,3.07
0.58,0.81
0.84,1.15
1.60,1.40
1.02,0.54
1.46,1.00
1.06,1.38
0.58,0.85
1.13,0.81
0.58,1.07
0.38,1.03
1.72,1.41
0.51,0.54
0.20,0.20
0.83,1.42
1.00,0.52
0.58,1.09
1.10,0.97
2.89,2.33
0.93,0.95
0.48,0.41
0.83,1.41
0.05,0.05
1.40,1.04
0.40,0.71
0.27,0.13
1.69,1.90
0.47,0.29
0.36,0.27
0.91,0.21
0.69,0.31
0.87,0.37
0.53,2.69
0.38,0.21
1.54,1.19
2.49,0.62
0.74,0.38
1.21,1.17
0.54,0.33
0.84,0.30
1.12,0.41
1.84,1.92
0.48,0.25
0.02,0.03
0.34,0.20
1.58,3.85
0.04,8.34
0.67,0.34
1.43,1.33
0.74,0.58
0.45,0.16
0.32,1.05
0.77,1.23
3.25,0.67
0.26,0.49
2.64,0.72
0.72,0.61
1.36,0.90
1.22,5.12
0.01,0.03
0.77,0.55
1.23,0.50
0.34,0.36
0.80,1.02
0.24,0.10
0.47,0.65
0.51,0.14
1.23,3.80
2.74,1.59
0.52,0.98
0.60,0.34
0.27,0.97
0.19,0.15
2.12,0.41
1.34,0.16
0.04,0.04
0.43,1.45
0.00,0.05
0.67,0.16
0.46,0.64
0.06,0.02
0.61,0.40
0.13,0.10
0.25,0.46
0.51,0.26
0.90,0.78
0.36,0.34
1.52,2.42
0.67,1.00
0.11,0.11
0.78,0.46
1.36,1.82
2.66,0.67
4.47,3.70
0.08,0.03
1.60,0.81
0.37,0.29
0.91,0.99
0.74,0.56
1.10,1.09
0.01,0.02
0.62,1.86
0.58,0.52
0.77,0.75
2.74,0.65
0.64,0.61
1.50,1.89
0.40,0.17
1.30,0.93
5.39,4.30
1.83,0.71
0.07,0.05
0.50,0.94
2.30,1.25
0.70,0.52
1.80,3.04
0.41,0.30
2.01,2.04
0.91,1.42
0.41,0.45
0.50,0.80
0.73,0.69
0.08,0.05
0.13,0.07
0.12,0.15
1.00,0.60
0.83,0.59
0.98,3.26
0.59,0.45
0.23,0.05
0.35,0.12
0.51,0.25
0.75,1.19
1.34,0.93
0.51,0.11
0.94,0.80
0.48,0.17
0.75,0.58
0.37,0.45
0.37,0.70
0.39,0.32
0.49,0.38
0.81,2.07
0.38,0.49
0.30,0.11
1.30,0.91
1.04,1.34
1.74,2.90
0.30,0.22
2.19,2.77
0.03,0.02
0.71,0.79
0.25,0.47
1.74,0.74
0.83,0.73
0.27,0.32
0.32,0.60
1.15,1.40
0.43,0.53
0.45,0.58
0.05,0.05
0.87,1.46
1.77,1.17
0.51,0.27
2.70,1.26
0.79,0.83
0.41,0.48
0.15,0.27
1.73,0.57
0.52,0.11
0.96,0.75
0.03,0.02
0.38,0.16
0.03,0.05
0.38,0.38
0.53,0.36
0.83,1.23
0.30,0.35
0.36,0.56
0.59,0.31
0.25,0.23
1.80,2.38
1.54,1.10
1.64,0.30
0.27,0.07
0.67,1.68
0.34,0.37
0.75,0.99
0.19,0.17
1.14,0.43
2.48,1.07
0.26,0.31
0.66,0.48
2.34,0.63
0.50,0.67
1.07,1.38
1.10,0.40
0.59,1.18
0.12,0.03
0.32,0.60
2.54,5.71
1.06,0.73
1.14,2.21
0.27,0.34
0.99,1.81
2.27,3.01
1.28,2.89
0.29,0.16
0.52,0.40
0.22,0.18
0.03,0.09
1.80,2.64
0.98,0.84
0.86,1.74
2.67,7.57
1.03,1.72
9.94,0.24
0.33,0.13
0.67,0.47
0.72,1.39
1.15,2.69
0.65,0.99
0.61,0.47
0.52,0.26
2.66,0.99
0.10,0.05
0.93,0.51
0.73,1.16
1.26,1.46
2.12,0.90
0.12,0.27
0.50,0.22
2.57,4.70
0.70,1.55
0.68,0.44
0.14,0.15
0.62,1.28
0.43,0.28
1.22,1.99
0.68,1.53
0.28,0.41
2.91,3.61
0.65,0.62
0.39,0.52
0.28,0.21
0.95,1.25
1.74,2.57
0.92,1.58
0.47,1.46
0.71,0.65
0.38,0.31
0.11,0.02
0.50,0.56
0.96,0.94
0.19,0.16
1.13,0.77
0.62,0.59
0.36,0.24
0.23,0.19
0.35,0.36
0.26,0.21
0.08,0.07
0.90,0.61
0.15,0.21
0.15,0.05
0.83,0.41
0.10,0.09
1.06,0.58
1.83,2.33
1.61,2.10
1.18,0.40
1.56,1.50
0.02,0.03
2.79,2.73
1.09,1.24
0.50,0.34
0.30,0.15
0.34,0.29
1.35,1.24
0.35,0.57
1.52,0.53
3.82,1.20
0.75,0.80
0.75,0.81
0.80,1.63
0.52,0.48
4.22,2.57
0.39,0.26
0.69,0.67
0.86,1.48
0.37,0.15
0.48,0.82
1.32,0.64
0.11,0.14
0.01,0.02
1.63,3.19
0.65,0.47
0.11,0.23
0.49,0.43
0.75,0.48
0.95,0.83
0.84,0.93
2.19,2.21
0.98,0.57
0.25,0.06
0.42,0.35
0.40,0.25
0.81,0.68
0.02,0.12
0.66,0.50
0.26,0.24
0.05,0.02
0.34,0.35
0.22,0.10
4.09,12.4
0.85,0.92
0.27,0.12
0.01,0.05
3.61,4.88
0.05,0.04
0.42,0.37
1.27,2.05
0.60,0.41
0.19,0.13
1.62,1.01
1.76,0.36
2.23,0.94
0.93,0.79
0.36,0.39
0.27,0.15
0.43,0.61
3.85,0.77
1.03,0.49
0.84,0.88
0.19,0.14
0.12,0.40
0.00,0.05
1.20,0.38
1.77,0.64
0.37,0.41
0.54,0.22
0.79,1.21
5.22,2.68
2.27,1.25
0.09,0.03
0.33,0.32
0.34,0.25
0.57,1.20
1.56,1.13
0.29,0.40
2.12,0.37
0.71,0.41
0.14,0.04
0.69,0.19
0.37,0.43
0.87,0.79
0.78,0.45
1.01,0.81
0.19,0.08
0.18,0.18
0.44,0.24
0.02,0.02
0.80,1.07
0.22,0.92
0.31,0.35
0.24,0.21
0.46,0.56
0.04,0.07
0.86,0.31
1.82,1.22
0.39,0.28
1.79,1.68
0.46,1.26
0.20,0.10
0.88,1.15
0.03,0.06
0.60,0.69
0.40,0.22
3.87,6.50
0.35,0.51
0.60,1.41
3.12,1.05
1.02,4.23
0.76,0.83
0.30,0.14
0.91,0.33
1.00,0.72
0.14,0.02
0.92,1.10
0.29,0.80
1.74,2.93
0.52,0.32
0.24,0.18
0.47,0.15
0.87,1.16
1.73,1.25
0.00,0.03
0.55,0.92
0.48,1.11
1.42,3.68
0.15,0.24
1.48,2.30
0.93,0.51
0.33,0.48
0.23,0.02
0.63,0.81
3.38,4.68
0.87,0.56
0.74,0.54
0.80,0.62
0.19,0.12
0.01,0.01
0.12,0.35
0.30,0.36
0.15,0.30
1.52,0.86
2.00,3.88
0.46,0.59
0.84,0.72
0.62,1.75
1.03,1.07
1.18,1.55
0.23,0.14
0.87,1.12
0.67,1.06
0.34,0.29
0.48,0.82
0.14,0.19
0.34,0.17
1.54,1.44
0.91,0.86
0.79,1.00
3.46,1.87
0.39,0.42
0.73,1.71
2.80,1.14
0.34,0.19
1.01,0.51
0.02,0.02
0.18,0.36
0.42,0.45
0.44,0.42
0.56,1.07
0.42,1.17
0.38,0.52
1.70,2.24
0.01,0.01
0.27,0.28
0.69,0.05
3.25,0.86
0.37,0.75
0.79,1.09
0.45,0.49
3.58,1.90
0.47,0.19
1.25,2.76
0.03,0.02
0.55,0.07
3.54,0.97
0.45,0.55
0.21,0.34
0.00,0.04
0.36,0.27
0.19,0.16
0.41,0.47
0.09,0.04
0.29,0.45
0.25,0.29
0.22,0.41
0.57,0.94
0.10,0.13
0.38,0.00
0.34,0.51
0.12,0.05
0.36,0.40
0.04,0.05
0.79,0.93
3.27,1.35
1.03,1.27
1.35,0.97
0.33,0.23
0.16,1.38
0.59,0.65
0.44,0.83
0.03,0.01
1.24,2.59
0.61,0.61
0.91,0.46
0.90,0.30
1.33,1.40
2.52,1.69
0.37,0.77
0.91,0.28
0.98,1.48
0.17,0.18
0.68,0.21
0.46,0.27
0.41,0.87
0.90,1.88
0.66,0.40
0.17,0.07
0.79,2.12
0.19,0.07
0.41,0.87
0.60,1.92
0.98,0.76
4.66,6.06
2.51,0.70
0.57,0.51
1.53,2.93
0.49,1.73
0.78,0.16
3.31,0.67
2.26,1.57
0.46,0.19
1.60,3.76
0.11,0.02
0.03,0.02
0.26,0.09
0.87,0.88
3.71,4.37
0.16,0.40
2.10,1.05
2.29,2.71
0.35,0.59
0.54,0.62
0.94,1.04
0.04,0.13
0.56,1.41
0.11,0.09
0.42,0.55
0.05,0.07
0.23,0.13
1.22,2.03
0.68,1.02
0.06,0.04
0.36,0.48
0.59,1.28
3.54,3.16
0.61,1.66
0.94,1.09
0.48,0.05
3.45,0.97
0.39,0.27
0.18,0.14
0.69,1.29
0.16,0.10
1.25,0.43
3.44,2.12
0.23,0.30
0.23,0.22
0.51,0.08
0.92,0.32
1.40,0.47
0.95,1.04
0.32,0.34
0.27,0.35
0.48,0.60
0.40,0.34
0.68,0.36
0.98,0.50
0.34,0.42
0.12,0.35
1.03,0.72
1.79,0.92
1.34,0.40
0.00,0.02
0.72,0.52
0.22,0.48
0.34,0.43
0.95,0.45
4.03,1.64
3.82,1.71
0.06,0.06
1.97,1.22
